comment_id,text_raw,channel_name,source_type,language_detected,layer1_utility_label
Ugxc2MW7IB1AAoAn5vR4AaABAg,හිනා වෙලා මොකක් හරි උනොත් තොපි දෙන්න සල්ලි දෙන්න ඕන වියදම් කරන්ඩ ඕන මේ ආයෙ හිටපු තත්ත්වයටට එන්න,Sudaa Creation,video_comment,Sinhala,VALID
UgzGehDQvpN9rtJMIZZ4AaABAg,ආණ්ඩුවත් මේ ක්‍රියාවන් වලට වගකියන්න ඕනි.... මොකද බන්ධනාගාර දෙපාර්ථමේන්තුවත් රාජය ආයතනයක්... මේ බන්ධනාගාර පරිපාලනය සම්පූර්ණයෙන් වගකිව යුතුයි... පලමුව ඔවුන් වැඩ තහනම් කර නීතිය ඉදිරියට පැමිණවිය යුතුයි.... රැදවියොත් හොද මිනිස්සු නෙවෙයි... ප්‍රශ්ණගත අපරාධකාරයො තමයි...,Truth with Chamuditha,video_comment,Sinhala,VALID
UgwuPe6RiNi9kry0-pJ4AaABAg.A_6UEOJVmHAA_9C8jdzOyw,"මේ ආන්ඩුවේ වැරදි පෙන්වා දීම, ඔබ ඕන විදියකට තේරුම් ගන්න .",Sirasa News First,video_comment,Sinhala,VALID
UgwTN1b4j7Mx0-5SKjR4AaABAg,"මේක  පරණ රෙකෝඩ් 😂😂😂😂
ඒත් ආදරෙයි❤",Sudaa Creation,video_comment,Sinhala,VALID
UgxYkORE7sjyuqVcjvl4AaABAg.AZvpTohYj4HAZvuyP0BYdB,Perhaps,Sudaa Creation,video_comment,English,VALID
LCC.EhwKGkNQU0YxcEdRdUpZREZheEpUQWdkNmVjUzFR,චතු ..සුබ.දවසක්.ඔයාටත්..ආදරේයි,Hiru News,live_chat,Sinhala,VALID
UgzJ7S1hvo2uGw_B5aB4AaABAg,දෙකක් නෙවෙයි 5 කින් දික්කරන්න ඕනෙ,Sudaa Creation,video_comment,Sinhala,VALID
UgyxIMQNouk0qArz3ml4AaABAg,අඩෝ මම පොඩි කාලෙ අවුරුදු 5දි 6 දි දකිද්දිත් මෙයා මේ වගේම තමා මට දැන් 26ක් තවම මෙයා ඒ වගේම තමා ලස්සනයි. පොඩ්ඩක්වත් වයසට ගිහිල්ලා නෑ ❤,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
LCC.EhwKGkNMR2c4YWE1dVpZREZmVTBkZ1lkcW5vOVlB,inno,Hiru News,live_chat,English,VALID
LCC.EhwKGkNPUzFfdUhNdUpZREZRZkg1d01kTnlzbzVB,නෑනෝ 😂,Hiru News,live_chat,Sinhala,VALID
UgynI0s1H3vOVgYhKOd4AaABAg.A_5RkmwvZSKA_5S26pKA4G,......Hutaaaaaaaaa...... 😂😂😂😂😂😅😅😅😅😅,Truth with Chamuditha,video_comment,English,VALID
UgweLWAXvRdlzaMhxuZ4AaABAg,අනේ සුදාපුතේ ඔතාගෙන කතා මොකටද අන්නෙ,Sudaa Creation,video_comment,Sinhala,VALID
Ugxi_eiXW-Do-t6WFl14AaABAg.A_V7FjGeU6TA_Vaw_B3rOq,"​​@Vanditham-c7k😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
(පිටිපස්සෙන් හිනාවෙන ඉමෝජිය තවම ලැබී නොමැති බැවින් මෙය භාවිතා කරමි)

බයිලා වලට . (තිත)",Truth with Chamuditha,video_comment,Mixed,VALID
UgxLdcvJG_edaJYDv_t4AaABAg,Dushyanth and Stephanie❤❤❤🎉,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgyM-ByjL3o__yV1ks94AaABAg,"Pudumai meya kiuwwe nhe meya ethana gewasuna nisa thamai epa dunne kiyala,,,,",Ada Derana,video_comment,Singlish,VALID
LCC.EhwKGkNJejQ0TzZ5dVpZREZTakx3Z1FkcWNRVkxB,මෝඩ සජියා ඊයේ ඇම්බ්‍යුලස් එකක් දැකලා බයවෙලා,Hiru News,live_chat,Sinhala,VALID
LCC.EhwKGkNPUEp0SXpNdXBZREZSVHo1d01kUGlnR2Fn,අක්කේ:face-blue-smiling::face-blue-smiling::face-blue-smiling:,Hiru News,live_chat,Mixed,VALID
LCC.EhwKGkNKNk1ySXFYdDVZREZhWEh3Z1FkSHA4N2Zn,නෑනෝ 🤔🤔,Hiru News,live_chat,Sinhala,VALID
UgxQdLdBPjeTg8nrWM14AaABAg,යකො නිති සංගමේ කියන විදිහට වැඩකරන්නද කොටී ගණක් වියදම් කරලා චන්ද තියලා නියොජිතයො පත් කරන්නේ..මාර httaක් උනා.නේ.මේක..මේ ආණ්ඩුව මුන් හුරතල් කරනවා වැඩි..😂,Ada Derana,video_comment,Mixed,VALID
UgxtgKm7DBV11tCOtn94AaABAg,👍👍👍👍👍👍👍👍,Truth with Chamuditha,video_comment,Emoji_only,NOISE
LCC.EhwKGkNKQ0QzOG1SdUpZREZSckN3Z1FkdDBJbXhn,su parissamin inna bs ❤️,Hiru News,live_chat,English,VALID
LCC.EhwKGkNMQzNwN3lQdUpZREZlYkx3Z1FkNWxzMUlR,සුභ උදැසනක් හැමෝටම,Ada Derana,live_chat,Sinhala,VALID
Ugwco_GrycBM4P-1k3N4AaABAg,අනිවා❤❤❤,Sudaa Creation,video_comment,Sinhala,VALID
Ugyxu1UEmwjrbcPnyqp4AaABAg,"ලගදි හොටු බේරෙන පොහොටුවේ නායක ලක්ෂමන් නාමල් රාජපක්ෂ රැස්විමක අඩන මට්ටමින් අමතනවා “ අනේ අපි (සාටක රාජපක්ෂ පවුල) ගැන අනුකම්පා කර නැවත බලයට පත් කරන්න කියලා . අවුරුදු 12 කට වැඩි කාලයක් ප්‍රබල කැබිනට් ඇමතිවරයෙක් හැටියට කරපු දේවල් නම් මේ රටම හොදට දන්නවා . අනුකම්පාවට දැන් මහජනයාගේ චන්ද දෙන්නේ නැ , ඒ යුගයක් නැවත එන්නෙත් නැමයි .",Sudaa Creation,video_comment,Sinhala,VALID
Ugw749w23uFdfao7G9B4AaABAg,"හිටපුරාජ්‍ය පාලකයින්ගේ කාලේ වත් ඔය විදිහට එළිපිටම සිතූසේ අධිකරණ භූමියකදී නීතිය අවභාවිතා වී නොමැත.
යමක් වූවානම් ඒ ඉතා කලා රකින් හොර රහසේ ය
දැන් කාලේ වෙනස්
තාලේ අළුත් නිසා වෙන්න ඇති
ඒකනේ මෙච්චර එළිපිට හැම නඩු වාරයකදී මෙසේ සිදු වෙන විටත් නිළදාරීන්ට පමණක් දොස් කියන්නේ
කලින් පාළන කාලවලදී ඔවැනි අනීතික ක්‍රියාවක් වූ පමණින් රාජපක්ෂ හමටනේ තඩි බාන්නේ
රටකරවන උන්ගේ වැරදි මිස
වෙන මොන මලබක්කක්ද?
එක  පාරක් , දෙකක්ද
හැම නඩුවරකදීම මේ  සිදුවීම ඒ ආකාරයෙන්ම සිදුවෙන්න ඉඩ හැරියා මිස කෝ පිළියම් යෙදවුවාද? නෑනේ",Sudaa Creation,video_comment,Sinhala,VALID
LCC.EhwKGkNJV2JsdXZVdVpZREZSREN3Z1FkdnY4bkln,hi,Hiru News,live_chat,English,NOISE
UgxZrdrrNLrBH_C77Up4AaABAg,🎉🎉🎉🎉🎉,Sudaa Creation,video_comment,Emoji_only,NOISE
Ugzdy9KGnTk70wLUsux4AaABAg.A_NnrLppvNZA_OduvN-wgx,පොහොට්ටුව  හැමදාමත්  හානවා පල් හොරැ එයින් එකෙක් තමයි ඇව්ල්ලා ඉන්නේ,Sirasa News First,video_comment,Sinhala,VALID
UgwWbu1TJ3TKWcshYp14AaABAg,Malimawata jaya wewa❤️‍🩹❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💪💪💪💪💪💪💪💪💪💪💪,Sirasa News First,video_comment,Singlish,VALID
UgxQvTWDbOzhYl-Kaa94AaABAg,You are amazing n awesome. May God bless n protect u,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgxNvbiOJ-efvRdv7l54AaABAg,❤❤❤❤❤❤❤❤,Sudaa Creation,video_comment,Emoji_only,NOISE
UgxfrrjLr1yTQKzA5R14AaABAg,Ala news neyamai suda,Sudaa Creation,video_comment,English,VALID
UgzzMVoR65NGu804qJ14AaABAg,"Umali, you are great 🎉🎉",Hari TV - Lahiru Mudalige,video_comment,English,VALID
LCC.EhwKGkNKN3Jfdm1YdUpZREZWZng1d01kQkQ4SUtR,Gamen gamey elawa elawa baninna onaaa 😆🤓😆 Akd sakkiliyata:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,Hiru News,live_chat,Singlish,VALID
Ugw5-aX66ddJDBOyebd4AaABAg.A_4BtO3xXXiA_5dEYxuTMl,අනේ බය වෙන්න එපා ඔයා දෙමළ කතා කරන්න වැරදි වැරදි තමයි අඩුපාඩු හදා ගන්න ඕන,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
Ugy19h8sSn6QdU_vTlh4AaABAg.AZt_2AqEX4kAZtlpAiMSNX,"මහතාගේ සිට ගමේ ප්‍රාදේශීය සභා සාමාජිකයන් දක්වා පිරිස අංගොඩ මානසික  රෝගී සායන වලට අනිවාර්යයෙන්ම යොමකලයුතුව ඇත.
මහාධිකරණ විනිසුරු වරුන්ගේ විශ්‍රාම කාලය දීර්ඝ කිරීම තුලින් ඵකොලොස්දහසකට අධික නඩු  විනිශ්චය ඉක්මන් කරන ආකාරය සිදුකි
රීම ඉතාමත්ම ව්‍යාකූල ප්‍රකාශයකි
අධිකරණ අමාත්‍ය වරයා හෝ රජය පැහැදිලි කලයුතුව ඇත.
මෙවැනි මෝඩ  ප්‍රකාශයන් පහ වසර
පාසල් දරුවන් වත් නොකියනු ඇත.
මේ ප්‍රකාශය මල්ලේ
පොල් කථාවටම සමීපව පෙනෙයි",Truth with Chamuditha,video_comment,Sinhala,VALID
UgzsZPhGJgSObpG37Yl4AaABAg,PALU  GEI WALAN B EDEMA,Hiru News,video_comment,English,VALID
Ugxl59zTswf9M24H76R4AaABAg,මට නම් විකාරයක් මෙලොවේ දෙයක් තේරෙන්නෙ නෑ,TV Derana,video_comment,Sinhala,VALID
Ugza9yk6AjFlbJkWmxd4AaABAg.A_2xciiqq4iA_UjLO18n8V,කොච්චර වටින කතාවක් කිව්වත් කුණු කොටසම තමා heading එකට දාලා තියෙන්නේ,Hari TV - Lahiru Mudalige,video_comment,Mixed,VALID
UgyofF-a2fIwYmB6D2t4AaABAg.AZjKDS_DZIWAZn1KB74JaN,❤❤❤❤❤❤❤❤❤,Truth with Chamuditha,video_comment,Emoji_only,NOISE
Ugyjt5kDa9RW_FUrbDN4AaABAg,❤❤❤❤❤💐,Hari TV - Lahiru Mudalige,video_comment,Emoji_only,NOISE
Ugyk4dM1yOqm9ABU3h54AaABAg.A_DIkGauBQhA_EIP13jYae,😅😅😅😅,Truth with Chamuditha,video_comment,Emoji_only,NOISE
UgwFXhi4cyHFUL_AoZJ4AaABAg,Mooda pakek😂😂,Truth with Chamuditha,video_comment,Singlish,VALID
LCC.EhwKGkNOYnhrWjZadTVZREZZX0d3Z1FkcWhJaUR3,sajo eka nam athta ban:face-purple-crying::face-purple-crying::face-purple-crying:,Hiru News,live_chat,Singlish,VALID
UgwtIGSOI-JwcDX6Uf54AaABAg,උමා.....❤❤❤❤❤,Hari TV - Lahiru Mudalige,video_comment,Sinhala,NOISE
UgzlGXBKbi_dM6m5RNl4AaABAg,paw bana ara  ke gahapu asuchi karaya iawari redda gelewwa neddaaa kapan ranilge asuchiiii,Ada Derana,video_comment,Singlish,VALID
UgzlY6ebJvVSgJvu21l4AaABAg,Mata mewila peno jampare gahan inna photo ekak😂,Ada Derana,video_comment,Singlish,VALID
UgyN0N3fnZ1Jzf3Spul4AaABAg.A_l8BSA6p-zA_lG5LB4PXy,😂😂😂,Sudaa Creation,video_comment,Emoji_only,NOISE
LCC.EhwKGkNJdXRoODJ0dVpZREZRTEJ3Z1FkS1hzckxR,3578,Ada Derana,live_chat,Emoji_only,NOISE
UgyeKQINBMk1XghbSs54AaABAg,ඔයා කියන්   ඒවා  දෙයි  යෝ  තමයි  දන්නේ  ඇත්තද කියලා.  අර  අහින්නක  පිලිකා  රෝගයෙන් පෙලුනු  පුතේ  කියල   කතාකරන්  සිරකරුවන්ට  හොදින් සැලකූ  නිලදරියාව මැරුවේ  කවුද. ඒවත්  විමර්ශනය කල  යුතුයි.ඒවගේම  සිරකරුවන්ටත්   අසාදාරනය    වෙලා  ඇති  ඒවා  අද  ඊයෙ නොවේ  එදා ඉදන්ම  තියෙන්න  ඇති  .   මේවා පිලිබද  පුලුල්  පරීක්ශන   අරඹා බන්දනාගර   වල්  නිසි  පරිපාලනයක්   ඇති කල    යුතුයි.,Truth with Chamuditha,video_comment,Sinhala,VALID
UgzzXIzRUq3WycXaGWp4AaABAg,වරුණය ගලේ කැත කරගෙන හෝදන්න හදනව. ..😂😂,Ada Derana,video_comment,Sinhala,VALID
LCC.EhwKGkNLS0FtNU8wdVpZREZRTEJ3Z1FkS1hzckxR,සතා කව්ද,Hiru News,live_chat,Sinhala,VALID
LCC.EhwKGkNKaXlydG5KdXBZREZSNW5UQWdkdXVBRkVB,නවෙ. හායි:hand-pink-waving::hand-pink-waving::face-blue-smiling:,Hiru News,live_chat,Mixed,VALID
LCC.EhwKGkNPenEzNkdZdUpZREZUWFJ3Z1FkaEJRbFpB,.Chamodii Ex nathi dukata kimbee mawil kapanne nahalu.. digata wawala gothanawaluuuu...:face-green-smiling::face-green-smiling:,Hiru News,live_chat,Singlish,VALID
UgwmMPfPPPC-7OOfCph4AaABAg,Supiri kathawa korea ගැන,Truth with Chamuditha,video_comment,Mixed,VALID
UgyLRdrAM6ZuDIL83TB4AaABAg.A_BU8ICRGJuA_BqWLvr0F0,😢,Swarnawahini,video_comment,Emoji_only,NOISE
UgytvrEWUcTb_Rx2Vbh4AaABAg,Hi Stephanie You are such an incredible young woman who does humanitarian work.  Be strong.. God bless you,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgynhJ4tlnZoBFn4zv54AaABAg,Kalidu...oya  maru  .oya.  bipu  kriwalata. .ada  .gamman  pilata  .oppo kara nisa 🎉,Ada Derana,video_comment,Singlish,VALID
UgyEyJou1vM0HgzhwnB4AaABAg,Chamuditha ubalage aacchida?,Truth with Chamuditha,video_comment,Singlish,VALID
LCC.EhwKGkNKaUx4OXJSdUpZREZUN0RMUUFkT2tROUZn,මනුස්සයන්ට අවලෑද කියන්න එපා. තමන්ගේ අඩුපාඩු මොනවද කියා බලාපියව්.දිගද කොටද කියල .,Hiru News,live_chat,Sinhala,VALID
UgwmXxc9yaxWtwpAM7t4AaABAg.AZjOA7yaEjMAZkh-RuXtaw,Katada?,Truth with Chamuditha,video_comment,Singlish,VALID
LCC.EhwKGkNMYlNpUDJTdTVZREZWZGhUQWdkbG5rZDl3,රනිල් අනුර imf ඇමරිකා වැල් පාලම.සි්ංහලයව වද කරලා දෙමල ඊලම් හැදිම..imf ඇමරිකාව 90% දුප්පත් කලා..දවසෙ ආදායමට වඩා කන්න වියදම් යනවා...90% ක් ලංකාවෙ..රනිල් අනුර imf වැල් පාලම.අවුරුදු 70 බඩු මිලට= අවුරුදු 4,Hiru News,live_chat,Mixed,VALID
Ugxobtk8Hp47wlK0uxB4AaABAg,දැගලුවට උබලට කරන්න පුලුවන් කෙමනක් නැහැ මෙි රටෙි ජනතාව ඉන්නෙ ආණ්ඩුවත් එක්කයි,Sudaa Creation,video_comment,Sinhala,VALID
UgyOa85gfXXH4gBsppN4AaABAg,"Pali aran ,madi me aparada karana aya serama apayata yaviya uthue",Sudaa Creation,video_comment,Singlish,VALID
Ugz58nLonJliQkFIO-p4AaABAg,ඔයා මෙවගේ අය ගේ කතා දාලා අපගේ කාලය නාස්ති කරන්න එපා,Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNPdmxnOC0wdVpZREZlYkx3Z1FkNWxzMUlR,:hand-pink-waving::hand-pink-waving:,Ada Derana,live_chat,English,VALID
Ugy7EHQXvIZFilTEjIp4AaABAg,ඇත්ත චුට්ටයි බොරු කෝටියයි.,Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNQeTVrSkNkdDVZREZlRktUQWdkQi1JNFFn,මට.බයලො,Hiru News,live_chat,Sinhala,VALID
Ugy2eqbuHFtxjCwLApd4AaABAg,යූටියුබ් සෙල්ලම් උසාවියේ නඩුකාර උතුමාණන්..හැබැයි ද.නී.ස. 120 වගන්තිය තමන් පාර්ලිමේන්තු ඉන්න කාලේ සංශෝධනය උනා කියලා දන්නෙ නෑ..😂,Ada Derana,video_comment,Sinhala,VALID
UgyWk3ompzkgBlMzBy14AaABAg,ඔබතුමාවාගෙ  10 ක්  හිටියනමි       ලංකාවෙ  නීතිය   කාටත්  එකසමාන වෙනව. තනිව    සටන්  කරන   ඔබතුමාට   ජයවෙීවා .❤❤❤❤❤,Sudaa Creation,video_comment,Sinhala,VALID
Ugy6ekSQjgSYPHMuEhd4AaABAg,හොද වැඩේ  ලස්සන වෙන්න හදනවට  තියෙන ලස්සන  මදිදද මන්දා,Sudaa Creation,video_comment,Sinhala,VALID
Ugx-9c9p_Q2QegWNny54AaABAg,ග.......ගයනා. ඉන්නවා බෙන්ජමින් ඉන්නව ආදරෙයි දෙන්නටම.❤❤❤,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
Ugx7by8crNyxNMCrpet4AaABAg,තටිිටය නිපුනආරචිිචිය වාචාලයනේ පච කෙලිනවා මිනිසුන් රවටනවා.පච කෙලිනවා මිනීමරුවෝ..දැන් හොදම මිනිස්සු වෙන්න හදනවා..,Ada Derana,video_comment,Sinhala,VALID
Ugz7TMHJ4DjytkqxajZ4AaABAg,😂😂😂😂😂😂😂😂,Sudaa Creation,video_comment,Emoji_only,NOISE
UgweQCtZBw5Ri4-bpFF4AaABAg,Kalakanni patta horu munta henaghanawa kalakanni,Sudaa Creation,video_comment,Singlish,VALID
Ugzd3Cy6ZlEURRSOfpR4AaABAg.A_t2ZjWgBFsA_t3i3D1Wuy,​@ivyfernando9350හ්ම් එයා හරි කියුට් 🥰🥰🥰🥰,Hari TV - Lahiru Mudalige,video_comment,Mixed,VALID
UgyVRQ1AGHtBF-5f5vx4AaABAg,"Munt.den
Karann.deyak.nethiwa.den
Kediri.ganawa
Ane.kat
Wahage.anur.janadipathit
Appi
Sampuuran.balay.deela
Thiyemne.oya
Kagewath.atuwa.tika.awshanetj",Sirasa News First,video_comment,Singlish,VALID
UgwK1OrD6wYHS8Rl_yd4AaABAg,I am stunned! Am also learning so much from you! You are a Healer. Such an insightful and beautiful talk show,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgxLvEbOkGRImRTk4aF4AaABAg,Sanjiwa oya Ohoma gonek kiyala hithuwe ne,Sirasa News First,video_comment,Singlish,VALID
Ugz7cOf96lKS0ZzpUP54AaABAg,😂😂😂😂,Truth with Chamuditha,video_comment,Emoji_only,NOISE
Ugwf419SU4JlrHRxxfx4AaABAg,Modayo 100/90 kma inne sri lankawe,Sudaa Creation,video_comment,Singlish,VALID
Ugyriax8t45RZZCAexV4AaABAg.A_tMDJAFTiAA_tN2vOyo8t,දෙන්නම මියුසියස්,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
UgzvMz1uH7rGo0wueoF4AaABAg,"තායිලන්තයට ගිහිල්ල whitening injection විදගෙන ලංකාවට ඇවිල්ල  බොරු ක්‍රීම් හදලා අහිංසක මිනිස්සුන්ට විකුණනවා,මේක ගාන්න සුදු වෙනවා කියලා,අපේ හරකුන්ට සුදු වෙන්න කිව්වොත් ගූ හරි කමක්නැ 😂😂😂",Sudaa Creation,video_comment,Mixed,VALID
LCC.EhwKGkNJTzh1Nm15dVpZREZhUDV3Z1FkY1dJY1lR,ඇත්ත කියද්දි ජෙප්පන්ට රෙදනවා,Sirasa News First,live_chat,Sinhala,VALID
Ugy_Wd3jk2GxDwlvJQh4AaABAg.AZiUszpTMq9AZj7adeJqX0,ඔහොම වේගය වැඩි යතුරුපැදි හෝ මෝටර් රථ නීත්‍යනුකූල කරාට එවට හරියන විදියට රටේ මහාමාර්ග ප්‍රමිතියක නැත්තම් කොහොමත් වෙන්නේ අනතුරු තමයි,Sudaa Creation,video_comment,Sinhala,VALID
UgxWHE7g3mP2V8TFzVp4AaABAg,"හරිම හැඳින්වීම - හුජ්ජ කෙල්ලො. ✔ ❤😂

රටට තෙල් ටික, ගෑස් ටික, විදුලිය පවා නැති කරලා දාපු...
ශ්‍රේෂ්ඨාධිකරණයෙන් වැරදි කාරයො වෙච්ච...
මිනිස්සු පයින් ගහලා එලවපු...
බේරෙ වැවේ නාවපු...
දේශපාලන කණ්ඩායමක් වෙනුවෙන් පෙනී ඉන්නවා නම් මොන විදිහෙ වැස්සියෙක්ද කියලා හිතා ගන්න පුලුවන්.

නූගත් කම බේරෙන වචන.
පොඩි වැස්සි. 🐄 😅",Sudaa Creation,video_comment,Sinhala,VALID
UgyijNeN-Bz-lUalmpR4AaABAg.AZuFA4c8aCWAZw9hNOqNel,😂,Truth with Chamuditha,video_comment,Emoji_only,NOISE
UgzNFfyfBZY4tjC5K1x4AaABAg,👌👌👌👌👌👌👌👌👌👌👌,Sudaa Creation,video_comment,Emoji_only,NOISE
UgzASAb0FA6AGQ_awo94AaABAg,"ඉතින් වැරදි නොකර හිටියා නම් ඉවරනේ බූරු වෝ,අනේ පලයන්න",Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNQaV9pNkt6dVpZREZTUk1UQWdkSGpBQTdR,පචයා ඇතුලු හොර නඩයට කඩේ යන්නෙ තනිකර මිහ රක්,Sirasa News First,live_chat,Sinhala,VALID
UgwHv-9cfPO4Wl3FTfx4AaABAg.AZoKJKq1WrtAZshulCyCg-,He was booted out not resign,Sudaa Creation,video_comment,English,VALID
Ugz3RYtFMIzI2r3FwmJ4AaABAg,This helped me so much.. Thank you stephni and to this  channel!!!❤,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgweXIbsHbs25tz90EJ4AaABAg,❤❤❤❤❤,Sirasa News First,video_comment,Emoji_only,NOISE
UgwEHXjCbUYFnLXPLCt4AaABAg,Yes,Truth with Chamuditha,video_comment,English,VALID
LCC.EhwKGkNOSHcyWVdidTVZREZWZng1d01kaG9NR2F3,අරක්කු බෝතලයට ටැක්ස් 2200 160 දුම්වැටියට 109 ටැක්ස් බාන්ඩාගාරය පිරවු අපි,Hiru News,live_chat,Sinhala,VALID
UgwZG_dsZi7HejMON2J4AaABAg,Suda good athal Ela,Sudaa Creation,video_comment,Singlish,VALID
UgyQqc9rkuZvde5ha-d4AaABAg,😂😂😂😂😂Aiyooo aiyee 😂,Sudaa Creation,video_comment,English,VALID
UgyfSyLa10QEJdYb4LZ4AaABAg,මේ චෝදනා ටික ඒ ගොල්ලන්ගෙම කට්ටියට කියන්න කියන්න.මේ ශාසනය වනසන්නේ ඒ ගොල්ලම තමා.,Sudaa Creation,video_comment,Sinhala,VALID
UgzDp9OHVzgSQh9WwiB4AaABAg,🎉🎉🎉🎉🎉🎉🎉🎉🎉,Sudaa Creation,video_comment,Emoji_only,NOISE
Ugwe45rBGhG54cILu_N4AaABAg,Akd❤❤❤,Sudaa Creation,video_comment,English,VALID
UgxcnH5RcVyfEgVUMh14AaABAg,ඉන්න කලිදු  සමාජ මාධ්‍ය බලල කියන්නම් 😢😢😢,Ada Derana,video_comment,Sinhala,VALID
LCC.EhwKGkNNSFp2WkM0dVpZREZUZkx3Z1FkdnY4bGZn,mond iwara,Hiru News,live_chat,English,VALID
UgwtmZnDegetqI8qCLR4AaABAg,❤❤❤❤❤,Truth with Chamuditha,video_comment,Emoji_only,NOISE
Ugw4wlizRiGi-XEHQs54AaABAg,"දැන් ඇවිත් කමෙන්ට් ගහයි උමාලි කියන ඒව තේරෙන්නේ නෑ කියලා , අරයගෙ දායකයො ටිකට වැදගත් යමක් කොහොමත් තේරෙන්නේ නෑනෙ.",Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
UgxSExdY2zdZO49julx4AaABAg,❤❤❤❤❤,Sudaa Creation,video_comment,Emoji_only,NOISE
LCC.EhwKGkNQLW1qcVBodVpZREZjaFBUQWdkUmZBazJ3,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,Hiru News,live_chat,English,VALID
UgwbRVKEiUj_Y97lwtB4AaABAg,SAATAKA PERIS 😁😁😁,Swarnawahini,video_comment,Singlish,VALID
LCC.EhwKGkNPM053UE9WdDVZREZTdDdUQWdkOEc4SjVR,hariyo:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:,Hiru News,live_chat,English,VALID
UgzRATL19Hn59Mlb-nB4AaABAg,"People in Sri Lanka should work hard to curse this 1st class thief and murderer. On the death of this robber, people in Sri Lanka should celebrate joyfully",Sudaa Creation,video_comment,English,VALID
UgwOUGuYFsKy_7GTplt4AaABAg,Very good explanation by Sdaththa,Sudaa Creation,video_comment,English,VALID
LCC.EhwKGkNKUzBnNlNYdTVZREZZbE1UQWdkc1o4NnN3,dennam sajo,Hiru News,live_chat,English,VALID
Ugz4gARbVKJQItQnMgZ4AaABAg,Munge daruwanteh ekka heana gahana one mewata,Truth with Chamuditha,video_comment,Singlish,VALID
UgwakhIAuOK_5CJFNtd4AaABAg,නිවෙන්නට ලං උනාම දැල්ල  වැඩි වෙනවා. 😂😂😂,Truth with Chamuditha,video_comment,Sinhala,VALID
UgzYYnK7b7-DuNdqeIx4AaABAg,මූත් කෙලින් ඔක්කොම කියලා.. දේශපාලනේ කෑල්ල විතරක්.. වෙබ් එකකින් දැක්කා කියනවා... මෙයා දේශපාලනේ කරන්නේ තනිකර..🤮✌️,Truth with Chamuditha,video_comment,Sinhala,VALID
Ugzr8olsmZ_sw8deQRV4AaABAg,"අපෙ,අනුර,ජනාදිපතිතුමාට,හා,එම,මතිනියට,බුදු,සරනයි,",Sudaa Creation,video_comment,Sinhala,VALID
Ugz2o1AddXh2KbsRVp94AaABAg,"JR, Pramadasa and Rajapaksas controlled the prisoners numbers in the prisons by killing prisoners time to time.

Anura government is trying to be to nice and genuine.",Truth with Chamuditha,video_comment,English,VALID
UgxrFJB0LfuKQiQ3syh4AaABAg.A_cQ9iJZI8xA_cVNPu-s6b,මෙන්න ගොම කන එකෙක්,Hiru News,video_comment,Sinhala,VALID
LCC.EhwKGkNNN2hrZDZ6dVpZREZibC1UQWdkYjhZSDF3,🤔,Ada Derana,live_chat,Emoji_only,NOISE
UgyiX40aF1wjg5pUE7Z4AaABAg,Maru gothyo,Ada Derana,video_comment,English,VALID
Ugzak8Rgkpzu5Xgbeh54AaABAg,Npp❤ ජයවේවා,Ada Derana,video_comment,Mixed,VALID
UgyTcbH8-QHupWm-vq14AaABAg,අපරාදෙ කියන්න බෑ චමුදිත්ටම තමයි මේ වගේ ගල් අඟුරු කෝච්චි හම්බවෙන්නෙ,Truth with Chamuditha,video_comment,Sinhala,VALID
UgxaQ_AsjHdQXjDa6QZ4AaABAg,Dumindata therenne nadda  nithichnayo kamathida thawe aurudu dekak wada keranna oka therenne nadda  oya gonnunta ammapa munta gahanna oni   npp akata jaya,Sirasa News First,video_comment,Singlish,VALID
LCC.EhwKGkNPYldrdjZSdUpZREZSNW5UQWdkN2N3N3Vn,chamodige kimbe watura hidunot oki motarayak hai koran watura bedanawalu:face-blue-smiling:,Hiru News,live_chat,Singlish,VALID
Ugxcm8D4EnU80r3wFbp4AaABAg.A_3NU_fgsnHA_4lP0ldowr,ගෝට ගෙඅන්ඩුව ගත්ත හැටි පාස්කු නඩුව යන හැටියෙන් තේරෙනවා 😂😂,Hiru News,video_comment,Sinhala,VALID
